	KPSS	signal	gross	net	market
330	0.39192951194582953	1.0	0.009037819242404418	0.009036172421669994	-0.012319859824193036
331	0.4182125193264337	1.0	-0.009052325229206364	-0.009056471927696451	-0.006190400054688405
332	0.3893207001527692	1.0	0.010549788685992743	0.010536699219680711	0.007395138795039502
333	0.34455423493188186	0.0	0.0	-0.00013017145517491384	-0.006473392152297919
334	0.26026169647967046	0.0	0.0	0.0	0.01242838167815008
335	0.18171687400876627	-1.0	-0.00012127596903543816	-0.00020026632826141279	-0.003750251937389204
336	0.1661415261904024	-1.0	-0.0011359726989336352	-0.0011451462186693763	0.007670504990141325
337	0.19991355213153317	-1.0	0.0011967316917030333	0.0011920008600776759	0.00718102343932614
338	0.26323649399012744	-1.0	-0.0019128125091368681	-0.0019195920319280144	0.0036119303819721615
339	0.3288498155386463	-1.0	0.005179097633303529	0.005166946411852608	0.006429743053199433
340	0.3945576667278878	0.0	-0.0	-5.5616926873523134e-05	0.00642769555966427
341	0.3848307847622876	0.0	0.0	0.0	0.0006330295486443038
342	0.32270753183532974	0.0	-0.0	-0.0	0.002742218294476073
343	0.278027391822278	0.0	0.0	0.0	-0.007969132154236114
344	0.22600029957297157	1.0	0.0061487807053073815	0.006112045765560284	0.013996549490237653
345	0.18626384068029547	1.0	7.971225508124349e-05	6.070681271160831e-05	-0.002047174350497949
346	0.18371480857965367	1.0	-0.0007843966280994058	-0.0008215466109788153	-0.00017188262276812694
347	0.1868724623776973	1.0	0.0014411606546633475	0.0014381215660732628	0.0027098425110787527
348	0.20776882961836748	1.0	-0.0010312131753715769	-0.001032800814136408	0.002303389154016955
349	0.2213511095910851	1.0	0.005588783792666452	0.005566657385449428	-0.0044043954214108005
350	0.2823012454546775	1.0	0.000544102397312708	0.0005430951382780813	0.0031586327691348615
351	0.1281032637385626	1.0	0.00015510563954785727	0.0001491963832103906	0.0034411070444764214
352	0.10690922383114385	1.0	-0.007776514505475049	-0.007804383224316655	0.010043718303008653
353	0.10804520720100466	-1.0	1.6364812473343426e-05	-0.00017119142519225725	0.0035963511532906
354	0.15050336891498456	0.0	0.0	-9.755359370431945e-05	0.010195626139483993
355	0.13308267698343526	1.0	-0.001232858049035362	-0.001347392768857444	0.0016730440109038458
356	0.16526635046432872	-1.0	0.018945906089305495	0.018693534208408552	0.00673256535528588
357	0.21284254030562724	-1.0	-0.005435608505721354	-0.005445591196382558	-0.0021949627140287475
